test,mask_size,pcm_mean,pcm_std
DoB,19,94.99036608863199,0.0
T,19,94.140625,0.0
F,19,0.38221094330279776,0.0
L,19,1.171875,0.0
U,19,92.33644859813084,0.0
KS,19,89.453125,0.0
v2,19,93.5546875,0.0
